Asmodeo	Pecado: lujuria
Cantidad de Humanos: 0	Promedio de pecados: 0
Máximo de pecados: 0	 Mínimo de pecados: 0




Belfegor	Pecado: gula
Cantidad de Humanos: 0	Promedio de pecados: 0
Máximo de pecados: 0	 Mínimo de pecados: 0




Mammón	Pecado: avaricia
Cantidad de Humanos: 40	Promedio de pecados: 280
Máximo de pecados: 348	 Mínimo de pecados: 251
	Luciana Fernández, cantidad de pecados de avaricia: 299
	Antonio Fernández, cantidad de pecados de avaricia: 276
	César Martínez, cantidad de pecados de avaricia: 298
	Antonella Martin, cantidad de pecados de avaricia: 294
	Victoria Martin, cantidad de pecados de avaricia: 286
	Kimberly Martin, cantidad de pecados de avaricia: 276
	Marcos Martin, cantidad de pecados de avaricia: 256
	Ricardo Martin, cantidad de pecados de avaricia: 262
	Julián Pérez, cantidad de pecados de avaricia: 265
	Luca Pérez, cantidad de pecados de avaricia: 263
	Mariana Pérez, cantidad de pecados de avaricia: 255
	Antonella Fernández, cantidad de pecados de avaricia: 298
	Emily Fernández, cantidad de pecados de avaricia: 260
	Luna García, cantidad de pecados de avaricia: 263
	Jazmín Gómez, cantidad de pecados de avaricia: 253
	Daniela Rodríguez, cantidad de pecados de avaricia: 284
	Jerónimo Rodríguez, cantidad de pecados de avaricia: 282
	Hugo Rodríguez, cantidad de pecados de avaricia: 273
	Catalina Rodríguez, cantidad de pecados de avaricia: 256
	Ashley López, cantidad de pecados de avaricia: 284
	Juan David Martin, cantidad de pecados de avaricia: 277
	Joshua Martin, cantidad de pecados de avaricia: 251
	María Fernanda García, cantidad de pecados de avaricia: 273
	Luciano Martínez, cantidad de pecados de avaricia: 263
	Sara Martínez, cantidad de pecados de avaricia: 259
	Victoria Gómez, cantidad de pecados de avaricia: 286
	Mía Gómez, cantidad de pecados de avaricia: 339
	Cristóbal Gómez, cantidad de pecados de avaricia: 291
	Cristóbal Gómez, cantidad de pecados de avaricia: 261
	Santino Martínez, cantidad de pecados de avaricia: 282
	Roberto Rodríguez, cantidad de pecados de avaricia: 344
	Kimberly Martin, cantidad de pecados de avaricia: 267
	Axel Pérez, cantidad de pecados de avaricia: 255
	Gael Pérez, cantidad de pecados de avaricia: 252
	Matthew López, cantidad de pecados de avaricia: 348
	Renata López, cantidad de pecados de avaricia: 337
	Carla López, cantidad de pecados de avaricia: 320
	Anthony López, cantidad de pecados de avaricia: 287
	Valeria López, cantidad de pecados de avaricia: 276
	María López, cantidad de pecados de avaricia: 273




Abadón	Pecado: pereza
Cantidad de Humanos: 0	Promedio de pecados: 0
Máximo de pecados: 0	 Mínimo de pecados: 0




Satán	Pecado: ira
Cantidad de Humanos: 0	Promedio de pecados: 0
Máximo de pecados: 0	 Mínimo de pecados: 0




Belcebú	Pecado: envidia
Cantidad de Humanos: 0	Promedio de pecados: 0
Máximo de pecados: 0	 Mínimo de pecados: 0




Lucifer	Pecado: soberbia
Cantidad de Humanos: 48	Promedio de pecados: 300
Máximo de pecados: 431	 Mínimo de pecados: 262
	Maximiliano Martin, cantidad de pecados de soberbia: 264
	Mariana Gómez, cantidad de pecados de soberbia: 300
	Antonella Pérez, cantidad de pecados de soberbia: 271
